namecity,lat,lng,namecountry
Beohari,24.0242,81.3783,India
Nilakkottai,10.1700,77.8700,India
Budhlada,29.9300,75.5700,India
Safipur,26.7300,80.3500,India
Ringas,27.3700,75.5700,India
Manoli,15.7800,75.1200,India
Mannachchanellur,10.9078,78.7022,India
Terdal,16.5000,75.0500,India
Vadakku Viravanallur,8.6979,77.5192,India
Ubaidullahganj,22.9983,77.5862,India
Renigunta,13.6500,79.5200,India
Talikota,16.4800,76.3200,India
Guduru,15.7748,77.8074,India
Raman,29.9504,74.9785,India
Chitarpur,23.5794,85.6548,India
Tiruppattur,10.1300,78.6200,India
Maheshwar,22.1769,75.5856,India
Buddayyakota,13.6593,78.2632,India
Chinna Salem,11.6342,78.8741,India
Dugda,23.7452,86.1717,India
Kottapeta,16.7167,81.9000,India
Polasara,19.7815,84.5836,India
Gulam,25.7965,86.7416,India
Attimarappatti,8.7297,78.1169,India
Barki Ballia,25.4223,86.2758,India
Phulera,26.8700,75.2300,India
Raghunathpur,23.5500,86.6700,India
Nagar,27.4247,77.0995,India
Attili,16.7000,81.6000,India
Nij Khari,22.0929,88.4288,India
Madira,16.9167,80.3667,India
Mungaoli,24.4084,78.0959,India
Seondha,26.1542,78.7812,India
Basopatti,26.5780,86.0052,India
Sahaspur,29.1210,78.6210,India
Vijapur,23.5700,72.7500,India
Kadamalaikkundu,9.8110,77.5039,India
Sirumugai,11.3214,77.0052,India
Gajwel,17.8517,78.6828,India
Raghopur,25.5323,85.3809,India
Sirmatpur,25.3235,87.3836,India
Kiranur,11.6920,79.2899,India
Nagod,24.5692,80.5881,India
Singarayakonda,15.2500,80.0300,India
Ramdiri,25.3118,86.1023,India
Baheri,25.9426,86.0471,India
Merkanam,12.1942,79.9435,India
Uttaramerur,12.6160,79.7530,India
Sangrampur,26.4752,84.6898,India
Irugur,11.0178,77.0629,India
Pauri,30.1500,78.7800,India
Nabinagar,24.6200,84.1200,India
Andhra Tharhi,26.3771,86.3341,India
Namrup,27.1939,95.3193,India
Podaturpeta,13.2817,79.4854,India
Vasudevanallur,9.2417,77.4118,India
Ilaiyankudi,9.6271,78.6247,India
Panagar,23.3000,79.9800,India
Latehar,23.7442,84.4998,India
Timurni,22.3712,77.2274,India
Wadi,17.0700,76.9800,India
Jaisinghpur,26.6318,84.7855,India
Shrirangapattana,12.4140,76.7040,India
Rajakheri,23.8593,78.7852,India
Tirora,21.4072,79.9326,India
Saidpur,25.5500,83.1800,India
Avanigadda,16.0197,80.9200,India
Jevargi,17.0139,76.7732,India
Mudgal,16.0119,76.4420,India
Rania,29.5300,74.8300,India
Tapa,30.2979,75.3694,India
Dhing,26.4679,92.4734,India
Kasrawad,22.1274,75.6110,India
Banga,31.1887,75.9949,India
Kola,22.4300,87.8700,India
Pallappatti,10.7198,77.8915,India
Maduru,14.7000,78.7800,India
Khalari,23.6506,85.0074,India
Khed Brahma,24.0299,73.0463,India
Siswa,26.7027,84.9133,India
Dhariwal,31.9561,75.3239,India
Tiruvattar,8.3307,77.2673,India
Nagarpara,25.4155,86.8832,India
Ghoti Budrukh,19.7167,73.6333,India
Sahawar,27.8000,78.8500,India
Mayang Imphal,24.6000,93.9000,India
Umga,24.6396,84.5577,India
Sikandarpur,26.0333,84.0500,India
Purwa,26.4700,80.7800,India
Saiha,22.4800,92.9700,India
Aklvidu,16.6000,81.3833,India
Rangapara,26.8377,92.6688,India
Palakodu,12.3037,78.0730,India
Sohagpur,22.7000,78.2000,India
Tulsipur,27.5500,82.4200,India
Sahjanwa,26.7500,83.2167,India
Dhamnagar,20.9141,86.4468,India
Tirumuruganpundi,11.1649,77.3084,India
Pallapatti,9.4664,77.8219,India
Mundargi,15.2070,75.8840,India
Narasingapuram,11.6038,78.5778,India
Nainpur,22.4300,80.1200,India
Tirumala,13.6833,79.3500,India
Chandili,19.2467,83.4058,India
Mogalturru,16.4167,81.6000,India
Matabhanga,26.3420,89.2155,India
Shivganj,25.1500,73.0700,India
Balarampur,23.0972,86.2231,India
Ajnala,31.8400,74.7600,India
Mulakumud,8.2681,77.2860,India
Ponneri,13.3200,80.2000,India
Patnagarh,20.7083,83.1326,India
Pata Kalidindi,16.5014,81.2908,India
Verukulambu,8.2953,77.2939,India
Shamgarh,24.1800,75.6300,India
Vinnamala,13.9074,79.9086,India
Tirutturaippundi,10.5300,79.6500,India
Nayanakulam,9.9611,78.1371,India
Pindwara,24.7945,73.0550,India
Chapar,26.2839,90.2264,India
Vettakkaranpudur,10.5637,76.9166,India
Bundu,23.1609,85.5901,India
Gorantla,13.9892,77.7703,India
Navalgund,15.5700,75.3700,India
Tekari,24.9425,84.8427,India
Bhiraha,25.7978,86.0736,India
Velur,11.1114,78.0048,India
Pasighat,28.0700,95.3300,India
Belsand,26.4436,85.4008,India
Channagiri,14.0240,75.9258,India
Kharupatia,26.5184,92.1472,India
Srvanampatti,11.0764,77.0045,India
Mummidivaram,16.6500,82.1167,India
Khajuraho,24.8500,79.9333,India
Suleswaranpatti,10.6388,77.0084,India
Ashwaraopeta,17.2500,81.1333,India
Alangulam,8.8640,77.4994,India
Muradpur,25.8000,86.0055,India
Patakakani,16.3422,80.4911,India
Mau,26.2658,78.6711,India
Chanaur,25.8510,86.6739,India
Yadiki,15.0500,77.8800,India
Bhadas,25.5184,86.4434,India
Khaira Tola,26.8958,84.1403,India
Kosigi,15.8542,77.2430,India
Salar,23.7748,88.1026,India
Sanaur,30.3018,76.4579,India
Kumar Khad,26.5918,86.2640,India
Gollapudi,16.5412,80.5784,India
Birpur,26.5082,87.0119,India
Loha,18.9623,77.1309,India
Shahpur,21.2374,76.2256,India
Maksi,23.2600,76.1457,India
Pennadam,11.4039,79.2416,India
Annur,11.2325,77.1069,India
Shamsabad,27.5364,79.4394,India
Bijawar,24.6235,79.4899,India
Koili Simra,25.4714,87.2175,India
Sendamangalam,11.2825,78.2339,India
Dighwa,26.2437,84.7532,India
Gollalagunta,17.1672,82.2847,India
Dalan,25.6030,87.5592,India
Latauna,26.0912,86.8809,India
Tirukkalikkunram,12.6067,80.0625,India
Mulgund,15.2807,75.5213,India
Kuju,23.7254,85.5102,India
Silappadi,10.3940,78.0078,India
Pallikondai,12.9167,78.9333,India
Chandrakona,22.7300,87.5200,India
Gauripur,26.0800,89.9700,India
Tehri,30.3800,78.4800,India
Lalgudi,10.8700,78.8300,India
Kailashahar,24.3300,92.0200,India
Sarea Khas,26.6350,84.5483,India
Konnur,16.2014,74.7489,India
Koilkuntla,15.2333,78.3167,India
Hungund,16.0621,76.0586,India
Pullappalli,9.7133,76.6873,India
Ponda,15.4034,74.0152,India
Tranquebar,11.0292,79.8494,India
Baud,20.8333,84.3167,India
Sulya,12.5610,75.3874,India
Bagula,23.3350,88.6440,India
Lalganj,26.1277,80.7855,India
Perungudi,8.2792,77.6031,India
Bhawanigarh,30.2700,76.0400,India
Rajpur,21.9402,75.1361,India
Hirpardangal,23.8200,86.9000,India
Honavar,14.2809,74.4450,India
Samrala,30.8360,76.1932,India
Bariarpur,25.2885,86.5758,India
Kedia,23.7945,85.5872,India
Metekora,22.1881,88.5973,India
Yellapur,14.9637,74.7093,India
Toda Rai Singh,26.0167,75.4833,India
Badnawar,23.0218,75.2327,India
Sarai Ranjan,25.7671,85.7245,India
Vadakarai Kil Pidagai,9.0401,77.2741,India
Mandawa,28.0500,75.1500,India
Ravulapalem,16.7530,81.8320,India
Qadirganj,24.9138,85.5926,India
Pokhuria,25.1307,88.0375,India
Achhnera,27.1800,77.7700,India
Burhar,23.2149,81.5320,India
Rampura,24.4670,75.4400,India
Kulgam,33.6400,75.0200,India
Mallasamudram,11.4933,78.0312,India
Parsagarhi,26.0935,87.0672,India
Adampur,31.4322,75.7148,India
Nagla,29.0100,79.5100,India
Sonari,27.0246,95.0163,India
Kurugodu,15.3460,76.8360,India
Ron,15.6700,75.7300,India
Sonepur,20.8333,83.9167,India
Muttupet,10.3950,79.4935,India
Sakleshpur,12.8930,75.7250,India
Nakur,29.9189,77.3044,India
Vernag,33.5377,75.2503,India
Chakia,26.4160,85.0467,India
Khirkiyan,22.1673,76.8614,India
Vengattur,13.0999,79.9321,India
Bermo,23.7878,85.9353,India
Tiruverumbur,10.7937,78.7690,India
Simaria,25.5671,87.4929,India
Moirang,24.3490,93.6910,India
Kaler,25.1180,84.4955,India
Kulattuppalaiyam,10.7613,77.5843,India
Velugodu,15.7817,78.6892,India
Peravurani,10.3000,79.1800,India
Asafabad,19.3650,79.2740,India
Kun Puhal,33.0058,76.5334,India
Gormi,26.6003,78.5119,India
Hulikal,11.3193,76.7732,India
Ankireddikuntapalem,16.2884,80.3916,India
Kodarma,24.4675,85.5940,India
Zunheboto,25.9667,94.5167,India
Paravai,9.9690,78.0613,India
Senda,24.4976,88.0684,India
Cholavandan,10.0167,77.9667,India
Nazareth,8.5562,77.9710,India
Bhatpuri,29.1700,79.1600,India
Dindori,22.9414,81.0797,India
Cherial,17.9264,78.9719,India
Tiruttangal,9.4833,77.8333,India
Pawni,20.7800,79.6300,India
Abu,24.5925,72.7083,India
Kerur,16.0138,75.5463,India
Danwan,25.5292,84.4598,India
Sarari,26.2523,84.5484,India
Kanchika,16.4125,80.2323,India
Nasrullahganj,22.6837,77.2707,India
Pillaiyarkuppam,11.8119,79.7922,India
Jogipet,17.8356,78.0681,India
Prantij,23.4384,72.8572,India
Patharia,23.8992,79.1939,India
Ainapur,16.4800,74.7800,India
Manki,14.1789,74.4818,India
Alangayam,12.6223,78.7521,India
Amodei,26.8975,84.8182,India
Singur,22.8100,88.2300,India
Chincholi,17.4651,77.4187,India
Phillaur,31.0300,75.7800,India
Katangi,23.4412,79.7962,India
Curchorem,15.2500,74.1000,India
Kachhari,22.0732,88.4276,India
Kadiapattanam,8.1312,77.3067,India
Howli,26.4224,90.9800,India
Tiruvankod,8.2452,77.3010,India
Perundurai,11.2777,77.5837,India
Timmapur,19.0484,78.6414,India
Sambhar,26.9103,75.1858,India
Supaul,25.9469,86.2497,India
Alnavar,15.4273,74.7411,India
Pushkar,26.4903,74.5542,India
Manjhi,25.8384,84.5788,India
Talwandi Sabo,29.9838,75.0820,India
Taulaha,26.9566,84.0731,India
Singampunari,10.1815,78.4231,India
Qadian,31.8192,75.3764,India
Bukkarayasamudram,14.6944,77.6381,India
Papanasam,10.9273,79.2708,India
Junnardev,22.2000,78.5800,India
Bhadaur,30.4764,75.3306,India
Ganapavaram,16.1233,80.1721,India
Gurmatkal,16.8677,77.3909,India
Biswanath Chariali,26.7278,93.1517,India
Pamarru,16.3270,80.9610,India
Sivagiri,11.1200,77.8000,India
Chagallu,16.9833,81.6667,India
Jaipur Chuhar,25.4187,86.8352,India
Kundgol,15.2561,75.2474,India
Sakti,22.0300,82.9700,India
Kannanendal,9.9649,78.1416,India
Kalchini,26.6979,89.4568,India
Vendram,16.5360,81.6230,India
Rupauli,25.8695,87.0600,India
Padmanabhapuram,8.2446,77.3367,India
Sriperumbudur,12.9680,79.9473,India
Chatra Gobraura,26.4973,86.2179,India
Dasnapur,19.6536,78.5114,India
Soyagaon,20.5514,74.5072,India
Zirapur,24.0222,76.3771,India
Sarapaka,17.6922,80.8614,India
Tiruppuvanam,9.8550,78.2744,India
Gubbi,13.3122,76.9410,India
Phulpur,25.5500,82.1000,India
Sevilimedu,12.8083,79.6864,India
Pakala,13.4667,79.1167,India
Rajauli,24.6449,85.5003,India
Anamalais,10.5830,76.9344,India
Morinda,30.7900,76.5000,India
Saurh,25.3789,86.8223,India
Maruturu,15.9862,80.1051,India
Husnabad,17.0667,77.6500,India
Kuppam,12.7450,78.3440,India
Basi,30.5872,76.8428,India
Koduvilarpatti,9.9695,77.4915,India
Unchahra,24.3825,80.7809,India
Aswapuram,17.8348,80.8236,India
Mulki,13.1000,74.8000,India
Koath,25.3264,84.2598,India
Jawad,24.5992,74.8626,India
Naregal,15.5732,75.8080,India
Mandapam,9.2822,79.1436,India
Nangavaram,10.8692,78.5392,India
Madakasira,13.9369,77.2694,India
Jugial,32.3684,75.6782,India
Belonia,23.2500,91.4500,India
Hardi,26.0785,86.6809,India
Patpara,26.4328,86.1916,India
Nirmali,26.3140,86.5854,India
Mailavaram,16.7833,80.6333,India
Mangrol,25.3300,76.5200,India
Cuncolim,15.1773,73.9939,India
Shendurjana,21.5217,78.2908,India
Tufanganj,26.3200,89.6700,India
Phulaut,25.5114,86.9375,India
Khanapur,15.6394,74.5083,India
Banapur,19.7789,85.1703,India
Barhampur,26.3042,86.4729,India
Khowai,24.0650,91.6050,India
Mangalvedha,17.5167,75.4667,India
Anuppur,23.1034,81.6908,India
Gummudipundi,13.3995,80.1187,India
Ratu,23.4204,85.2146,India
Bhanpura,24.5108,75.7483,India
Amarpatan,24.3137,80.9770,India
Colangute,15.5450,73.7631,India
Lalru,30.4867,76.8006,India
Sermadevi,8.6873,77.5662,India
Sardulgarh,29.6970,75.2388,India
Naranammalpuram,8.7599,77.7399,India
Tadikombu,10.4390,77.9546,India
Farakka,24.8200,87.9000,India
Nellimarla,18.1667,83.4333,India
Pendurti,17.8278,83.2022,India
Kosgi,16.9839,77.7193,India
Srivaikuntam,8.6318,77.9130,India
Gopavaram,14.7841,78.5729,India
Kaikalur,16.5667,81.2000,India
Noamundi,22.1609,85.5042,India
Shirhatti,15.2313,75.5772,India
Namagiripettai,11.4700,78.2700,India
Andippatti,9.9980,77.6210,India
Bhojpur Kadim,25.5841,84.1265,India
Ramnagar Farsahi,25.8904,87.1284,India
Shamgarh,25.8935,86.8759,India
Banki,20.3791,85.5295,India
Samba,32.5624,75.1199,India
Tehata,23.7274,88.5331,India
Watrap,9.6353,77.6389,India
Athagarh,20.5600,85.6300,India
Pudupattanam,12.5037,80.1507,India
Paiganapalli,12.4760,78.1748,India
Chinchali,16.5647,74.8160,India
Nambiyur,11.3581,77.3211,India
Mundgod,14.9714,75.0366,India
Bishunpur,26.0868,86.6541,India
Chatia,26.5396,84.5660,India
Raybag,16.4800,74.7800,India
Parasi,24.1908,82.7817,India
Parkal,18.2000,79.7167,India
Chagalamarri,14.9667,78.5833,India
Birpur,25.5209,85.4614,India
Chodavaram,17.8333,82.9500,India
Naraura,28.1967,78.3814,India
Fatehgarh Churian,31.8643,74.9567,India
Navalpattu,10.7557,78.6064,India
Lehara,26.1515,86.1034,India
Karaiyampudur,11.0077,77.2942,India
Narkher,21.4383,78.5683,India
Umrapur,24.5863,87.9294,India
Nagamangala,12.8194,76.7546,India
Katakos,25.3339,87.6715,India
Asarganj,25.1500,86.6800,India
Daboh,26.0024,78.8766,India
Krishnapur,24.4123,88.2582,India
Sadpur,25.4758,86.3786,India
Kattanam,9.1833,76.5500,India
Vittal,12.7660,75.1220,India
Huseni,26.3768,84.7952,India
Palavur,8.2055,77.5755,India
Nizampatam,15.9000,80.6667,India
Timmarasanayakkanur,10.0015,77.6769,India
Adigaratti,11.3357,76.6971,India
Chokkampatti,9.1259,77.3634,India
Gannavaram,16.5333,80.8000,India
Hirekerur,14.4551,75.3952,India
Ghatkesar,17.4494,78.6853,India
Tittagudi,11.4167,79.1167,India
Palashi,23.7898,88.2583,India
Nahorkatiya,27.2891,95.3418,India
Chandpur,25.5059,87.2488,India
Mariani,26.6700,94.3300,India
Damua,22.1929,78.4670,India
Jatara,25.0096,79.0487,India
Aurad,18.2540,77.4176,India
Cherakhera,25.6869,86.4187,India
Sirnia,25.4903,87.5892,India
Kochas,25.2340,83.9215,India
Pathrajolhania,26.1369,86.6614,India
Palkonda,18.6000,83.7500,India
Alampalaiyam,11.3635,77.7677,India
Andal,23.6000,87.2000,India
Barki Saria,24.1759,85.8894,India
Pulicat,13.4161,80.3168,India
Teghra English,25.4072,87.7410,India
Koskapur,26.0216,87.2279,India
Achampet,16.6299,80.1213,India
Bholsar,25.2133,87.2147,India
Banganapalle,15.3167,78.2331,India
Rangra,25.3803,87.1866,India
Kamalapuram,14.5983,78.6694,India
Sonkach,22.9717,76.3467,India
Kuknur,15.4900,75.9914,India
Bhainsdehi,21.6449,77.6302,India
Narwar,25.6439,77.9129,India
Madukkur,10.4800,79.4000,India
Baroda,25.5000,76.6500,India
Beldaur,25.5947,86.7909,India
Morauna,26.1706,86.4231,India
Chennimalai,11.1638,77.6039,India
Balugan,19.7333,85.2167,India
Rajgarh,22.6800,74.9500,India
Vadamadurai,10.4408,78.0978,India
Sultanpur,31.2235,75.2041,India
Honnali,14.2399,75.6474,India
Kolaras,25.2193,77.6117,India
Mavalli,14.1000,74.4833,India
Mahinawan,26.0208,86.1672,India
Ellamanda,16.1847,80.0546,India
Falakata,26.5300,89.2000,India
Husainpur,31.3387,75.1969,India
Dharmkot,30.9456,75.2324,India
Kotekara,12.7929,74.8722,India
Suroth,26.8098,77.1470,India
Vinjamur,14.8330,79.5830,India
Nadikude,16.5941,79.7167,India
Mattigiri,12.6980,77.8083,India
Sidhapa,26.5355,86.3355,India
Pukhrayan,26.2300,79.8500,India
Sondiha,24.8950,87.0175,India
Sugaon,26.7317,84.7629,India
Senapparetti,10.9625,78.1132,India
Katpadi,12.9695,79.1455,India
Harpalpur,25.2877,79.3328,India
Maranchi,25.3544,85.9919,India
Sarangpur,25.7389,85.6951,India
Bilgi,16.3472,75.6181,India
Karlapalem,15.9333,80.5500,India
Pohadi,26.0809,86.2831,India
Nalua,22.1051,88.4619,India
Amta,22.5834,88.0104,India
Gil,30.8469,75.8636,India
Bhasawar,27.0361,77.0528,India
Goraya,31.1241,75.7724,India
Makhtal,16.5012,77.5156,India
Samthar,25.8400,78.9000,India
Sivagiri,9.3300,77.4300,India
Mundra,22.8500,69.7300,India
Sanrh Majhgawan,24.6845,85.3650,India
Ramchandrapur,23.9208,88.3621,India
Teonthar,24.9821,81.6419,India
Kothia,25.7612,84.8811,India
Rifadpur,25.2635,87.4157,India
Tondi,9.7417,79.0177,India
Chandragiri,13.5833,79.3167,India
Garhshankar,31.2154,76.1415,India
Marahra,27.7500,78.5667,India
Pargi,17.1756,77.8781,India
Bhitarwar,25.7922,78.1108,India
Bhojpur Jadid,25.5880,84.1621,India
Sompeta,18.9300,84.6000,India
Belur,13.1642,75.8647,India
Pennagaram,12.1343,77.8952,India
Kudra,25.0463,83.7926,India
Kanniyakumari,8.0911,77.5417,India
Baihar,22.1013,80.5497,India
Akanavaritota,16.5984,81.8116,India
Ghogardiha,26.2799,86.4700,India
Kulpahar,25.3190,79.6410,India
Khilchipur,24.0394,76.5780,India
Tilothu,24.8051,84.0833,India
Birnagar,25.9785,87.1110,India
Vallam,10.7199,79.0598,India
Parsahi Sirsia,26.4676,86.4984,India
Sonhauli,25.5108,86.4707,India
Depalpur,22.8509,75.5422,India
Lonar,19.9800,76.5200,India
Abhayapuri,26.3225,90.6853,India
Namburu,16.3600,80.5200,India
Siripur,26.7336,84.7217,India
Rajaudha,26.7046,78.4223,India
Nari Bhadaun,26.0065,86.2509,India
Birpur,25.5181,86.0826,India
Telwa,25.8796,86.3837,India
Simri,25.6405,84.1195,India
Shiruru,13.9080,74.6058,India
Agarpur,25.1957,87.0423,India
Ramjibanpur,22.8300,87.6200,India
Erragondapalem,16.0397,79.3043,India
Kakdwip,21.8791,88.1913,India
Pamuru,15.0944,79.4138,India
Sukhasan,25.4944,87.5263,India
Virarajendrapet,12.1964,75.8051,India
Bhikhi,30.0700,75.5300,India
Kannod,22.6676,76.7429,India
Bara Malehra,24.5681,79.3069,India
Thimiri,12.8283,79.3079,India
Jambai,11.4678,77.6434,India
Jasidih,24.5138,86.6458,India
Pattamadai,8.6726,77.5845,India
Udalguri,26.7537,92.1021,India
Bhulwal,32.8094,74.7683,India
Dicholi,15.5932,73.9457,India
Shahpur,25.6029,84.4041,India
Mohiuddinnagar,25.5737,85.6694,India
Narayankher,18.0333,77.7833,India
Kanekallu,14.8864,77.0317,India
Tiruvadi,10.8805,79.1049,India
Samalapuram,11.0724,77.1980,India
Nilgiri,21.6466,86.9199,India
Midalam,8.2167,77.2667,India
Kamakhyanagar,20.9338,85.5449,India
Rohar,25.9917,86.2366,India
Jhalida,23.3654,85.9758,India
Mathurapur,25.5112,86.4557,India
Hasanparti,18.0681,79.5236,India
Hanumana,24.7789,82.0960,India
Kittur,15.6000,74.9000,India
Virapandi,9.9633,77.4472,India
Tevaram,9.8967,77.2809,India
Jaggampeta,17.1833,82.0500,India
Nilambur,11.0590,77.0838,India
Salangaippalaiyam,11.4260,77.5707,India
Pichor,25.1756,78.1886,India
Mihona,26.2837,78.9805,India
Bhawanipur,26.4361,84.7356,India
Ranbirsinghpura,32.6079,74.7293,India
Desavilakku,11.6476,77.9670,India
Katangi,21.7737,79.8051,India
Lakhna,25.4532,85.1431,India
Narsapur,17.7374,78.2805,India
Punjai Puliyampatti,11.3516,77.1667,India
Ayyampettai,10.8971,79.1915,India
Talwandi Bhai,30.8558,74.9298,India
Dharmsala,32.2153,76.3186,India
Sarsawa,30.0160,77.4000,India
Tirthahalli,13.6884,75.2455,India
Majhua,26.0140,87.3018,India
Kopa,25.8513,84.6308,India
Gunri,25.6408,84.6580,India
Indargarh,25.9109,78.5619,India
Jagalur,14.5196,76.3391,India
Kasba Maker,25.9591,85.0316,India
Manjathala,11.3624,76.7789,India
Kalghatgi,15.1832,74.9710,India
Lodhwe,24.6404,85.2913,India
Khamaria,23.2129,80.0313,India
Dachepalle,16.6000,79.7333,India
Palera,25.0201,79.2282,India
Garot,24.3234,75.6520,India
Babai,22.7026,77.9349,India
Kumarapuram,8.2922,77.3215,India
Valavanur,11.9205,79.5785,India
Somandepalle,14.0078,77.6086,India
Sirvar,16.1739,77.0225,India
Chinna Ganjam,15.6930,80.2405,India
Puranpur,28.5200,80.1500,India
Sorada,19.7608,84.4300,India
Yandrapalle,15.9062,79.3244,India
Kaveripatnam,12.4219,78.2188,India
Binka,21.0263,83.8120,India
Dhansaria,24.6400,88.0200,India
Peruru,14.3500,77.3333,India
Tirunageswaram,10.9646,79.4293,India
Siralkoppa,14.3807,75.2501,India
Holalkere,14.0429,76.1850,India
Srikhanda,23.5984,88.0871,India
Barhampur,25.5976,84.3011,India
Narapala,14.7206,77.8106,India
Purushottampur,19.5202,84.8851,India
Makronia,23.8476,78.7990,India
Badkulla,23.2800,88.5300,India
Chilkuru,16.9611,79.9125,India
Sukhsena,25.7952,87.1089,India
Chautapal,17.2508,78.8972,India
Bagahi,26.7632,84.4670,India
Raita,32.5495,76.2390,India
Almel,16.9200,76.2400,India
Guru Har Sahai,30.7086,74.4041,India
Athar,26.0392,86.0590,India
Chaita,25.7671,85.8792,India
Kanp,25.8337,86.7402,India
Khetia,21.6712,74.5853,India
Koppal,15.3500,76.1500,India
Dumri,25.5356,85.5996,India
Mohana,25.9027,77.7715,India
Shahgarh,24.3137,79.1181,India
Siroda,15.3292,74.0271,India
Paharpur,25.5681,85.3763,India
Gatada,18.2844,83.5406,India
Kamatgi,16.1190,75.8482,India
Rampur Tilak,25.8513,87.0930,India
Rampur,26.4424,89.8038,India
Ismailpur,25.3113,87.1270,India
Kottakota,17.7513,82.7004,India
Jalakandapuram,11.6986,77.8776,India
Kilmangalam,10.0933,77.6108,India
Pokaran,26.9194,71.9208,India
Bhagabanpur,24.7765,88.0217,India
Hindoria,23.9035,79.5686,India
Marwa,25.3994,86.9257,India
Karuppur,11.7170,78.0924,India
Tora,21.3262,83.6708,India
